type,workspace,send_date,campaign_or_step,sends,opens,open_rate,clicks,click_rate,ctor,orders_xbrand,revenue_xbrand,rev_per_1k
blast,ID,2024-11-12,Trade_2024_11_12_ID_BFCM_Announcement_Dining_Email,3664,1276,0.3483,76,0.0207,0.0596,0,0.00,0.00
blast,CZ,2024-11-15,P_2024_11_15_D_CZ_PR_BFCM_Launch_Email_Trade,14456,7484,0.5177,334,0.0231,0.0446,7,5441.75,376.44
blast,STF,2024-11-18,P_2024_11_18_D_SF_PR_BFCM_Wallpaper_Email_Trade,1041,310,0.2978,23,0.0221,0.0742,2,591.50,568.20
blast,CZ,2024-11-19,P_2024_11_19_PT_CZ_BFCM_Sale_Reminder_Email_Trade,14494,7515,0.5185,467,0.0322,0.0621,12,10812.44,745.99
blast,ID,2024-11-22,Trade_2024_11_22_ID_BFCM_Sofas_Sectionals_Email,16214,5260,0.3244,232,0.0143,0.0441,0,0.00,0.00
blast,CZ,2024-11-25,P_2024_11_25_D_CZ_PR_BFCM_Back_in_Stock_Trade_Email,14569,7542,0.5177,242,0.0166,0.0321,4,826.90,56.76
blast,ID,2024-11-27,Trade_2024_11_27_ID_November_Catalog_Email,16171,3961,0.2449,176,0.0109,0.0444,2,5625.48,347.87
blast,ID,2024-12-02,Trade_2024_12_2_ID_TRADE_Cyber_Monday_Reminder_Email,16210,4663,0.2877,146,0.0090,0.0313,4,6370.13,392.98
blast,STF,2024-12-03,P_2024_12_03_D_SF_PR_BFCM_Fabric_Trade_Email,1045,311,0.2976,24,0.0230,0.0772,1,89.75,85.89
blast,CZ,2024-12-06,P_2024_12_6_D_CZ_Furniture_By_Room_Trade_Email,14643,7466,0.5099,289,0.0197,0.0387,5,5984.00,408.66
blast,CZ,2024-12-13,Trade_2024_12_13_D_CZ_PR_Home_for_the_Holidays_Email,14708,7572,0.5148,169,0.0115,0.0223,1,1305.70,88.77
blast,STF,2024-12-17,Trade_2024_12_17_D_SF_PR_STF_Styling_Suzanis_Email,1039,358,0.3446,9,0.0087,0.0251,0,0.00,0.00
blast,ID,2024-12-20,Trade_2024_12_19_D_ID_Maxwell_Bed_Launch,16364,6586,0.4025,293,0.0179,0.0445,1,819.00,50.05
blast,CZ,2024-12-23,P_2024_12_23_D_CZ_PR_Rugs_by_Style_Trade_Email,14773,7455,0.5046,165,0.0112,0.0221,0,0.00,0.00
blast,CZ,2025-01-02,P_2025_1_2_PT_CZ_Trade_EOY_Sale_Last_Chance_Email,14754,7636,0.5176,353,0.0239,0.0462,4,3051.71,206.84
blast,ID,2025-01-03,P_2025_01_03_ID_TRADE_Login_Update_Email,16408,5539,0.3376,930,0.0567,0.1679,17,45679.74,2783.99
blast,CZ,2025-01-08,P_2025_01_08_D_CZ_Trade_Perks_Reminder_Email,14743,7711,0.5230,274,0.0186,0.0355,7,3984.27,270.25
blast,STF,2025-01-14,P_2025_1_14_D_SF_Winter_Best_Sellers_Trade_Email,1022,609,0.5959,8,0.0078,0.0131,0,0.00,0.00
blast,ID,2025-01-16,P_2025_1_16_PT_ID_TRADE_Refresh_Sale_Announcement_Email,16655,5363,0.3220,302,0.0181,0.0563,2,3440.88,206.60
blast,CZ,2025-01-23,P_2025_1_23_D_CZ_TRADE_Room_by_Room_Refresh_Email,15023,7867,0.5237,198,0.0132,0.0252,0,0.00,0.00
blast,ID,2025-01-28,P_2025_01_28_D_TRADE_ID_Combined_Trade Last_Chance_Email,16860,5058,0.3000,223,0.0132,0.0441,4,8126.76,482.01
blast,STF,2025-01-31,Trade_2025_1_31_D_SF_PR_Kuba_Cloth_Launch_Email,1036,597,0.5763,15,0.0145,0.0251,0,0.00,0.00
blast,CZ,2025-02-03,P_2025_2_3_D_CZ_Trade_Back_in_Stock_Email,15165,7699,0.5077,210,0.0138,0.0273,1,2038.20,134.40
blast,ID,2025-02-07,P_2025_2_7_TRADE_ID_PDW_EA_Email,17101,2666,0.1559,175,0.0102,0.0656,6,17972.62,1050.97
blast,STF,2025-02-11,P_2025_2_11_D_SF_Custom_Curtains_Trade,1053,661,0.6277,24,0.0228,0.0363,0,0.00,0.00
blast,ID,2025-02-14,P_2025_2_14_D_TRADE_ID_Sale_Roundup_Email,17209,4868,0.2829,183,0.0106,0.0376,0,0.00,0.00
blast,CZ,2025-02-20,P_2025_2_20_D_CZ_Trade_Newness_Roundup,15437,7984,0.5172,238,0.0154,0.0298,0,0.00,0.00
blast,ID,2025-02-25,P_2025_2_25_ID_TRADE_Sale_Last_Chance_PT_Email,17487,5261,0.3009,204,0.0117,0.0388,0,0.00,0.00
blast,CZ,2025-02-28,SEG_2025_02_28_D_TRADE_CZ_DAL_Store_Opening_Email_Invite,15543,8359,0.5378,156,0.0100,0.0187,1,100.89,6.49
blast,ID,2025-03-05,P_2025_03_04_ID_TRADE_Shop_ID_Catalog_Email,17582,4987,0.2836,162,0.0092,0.0325,0,0.00,0.00
blast,CZ,2025-03-06,P_2025_03_06_PT_CZ_Trade_GEO_DAL_Store_Opening_Reminder,184,116,0.6304,6,0.0326,0.0517,0,0.00,0.00
blast,CZ,2025-03-07,P_2025_03_07_D_CZ_TRADE_Introducing_STF,15585,8105,0.5201,154,0.0099,0.0190,1,1351.35,86.71
blast,STF,2025-03-11,P_2025_03_10_D_STF_TRADE_Outdoor_Fabric,59,36,0.6102,1,0.0169,0.0278,0,0.00,0.00
blast,ID,2025-03-13,P_2025_03_13_TRADE_ID_Spring_Event_Announcement_Email,17775,4809,0.2705,196,0.0110,0.0408,4,5113.75,287.69
blast,STF,2025-03-14,P_2025_03_14_D_STF_TRADE_Outdoor_Fabric_Resend,1444,689,0.4771,29,0.0201,0.0421,0,0.00,0.00
blast,CZ,2025-03-17,P_2025_03_17_CZ_TRADE_Layered_Bedroom_Email,15704,8198,0.5220,207,0.0132,0.0253,2,720.38,45.87
